Nationality,Name,Photo,Club,Wage,Overall
Argentina,J. Pastore,https://cdn.sofifa.org/players/4/19/191180.png,Roma,€84K,82
Spain,Pedro,https://cdn.sofifa.org/players/4/19/189505.png,Chelsea,€140K,82
Italy,G. Bonaventura,https://cdn.sofifa.org/players/4/19/189125.png,Milan,€115K,82
Switzerland,R. Bürki,https://cdn.sofifa.org/players/4/19/189117.png,Borussia Dortmund,€50K,82
Brazil,Taison,https://cdn.sofifa.org/players/4/19/188803.png,Shakhtar Donetsk,€1K,82
France,S. Nzonzi,https://cdn.sofifa.org/players/4/19/187936.png,Roma,€77K,82
Ukraine,Marlos,https://cdn.sofifa.org/players/4/19/187754.png,Shakhtar Donetsk,€1K,82
Wales,A. Ramsey,https://cdn.sofifa.org/players/4/19/186561.png,Arsenal,€130K,82
England,K. Trippier,https://cdn.sofifa.org/players/4/19/186345.png,Tottenham Hotspur,€99K,82
Serbia,A. Kolarov,https://cdn.sofifa.org/players/4/19/185103.png,Roma,€73K,82
Iceland,G. Sigurðsson,https://cdn.sofifa.org/players/4/19/184484.png,Everton,€125K,82
Italy,S. Giovinco,https://cdn.sofifa.org/players/4/19/184431.png,Toronto FC,€15K,82
Austria,M. Arnautović,https://cdn.sofifa.org/players/4/19/184200.png,West Ham United,€120K,82
Argentina,N. Gaitán,https://cdn.sofifa.org/players/4/19/184144.png,Dalian YiFang FC,€22K,82
England,J. Henderson,https://cdn.sofifa.org/players/4/19/183711.png,Liverpool,€125K,82
Germany,M. Kruse,https://cdn.sofifa.org/players/4/19/183574.png,SV Werder Bremen,€45K,82
Italy,M. Parolo,https://cdn.sofifa.org/players/4/19/183498.png,Lazio,€59K,82
Serbia,L. Fejsa,https://cdn.sofifa.org/players/4/19/183376.png,SL Benfica,€18K,82
France,A. Rami,https://cdn.sofifa.org/players/4/19/183280.png,Olympique de Marseille,€57K,82
Croatia,V. Ćorluka,https://cdn.sofifa.org/players/4/19/181786.png,Lokomotiv Moscow,€1K,82
Netherlands,G. Wijnaldum,https://cdn.sofifa.org/players/4/19/181291.png,Liverpool,€130K,82
Argentina,F. Fazio,https://cdn.sofifa.org/players/4/19/179847.png,Roma,€73K,82
France,O. Giroud,https://cdn.sofifa.org/players/4/19/178509.png,Chelsea,€140K,82
Spain,Marcano,https://cdn.sofifa.org/players/4/19/173521.png,Roma,€73K,82
Mexico,A. Guardado,https://cdn.sofifa.org/players/4/19/171897.png,Real Betis,€35K,82
Argentina,E. Garay,https://cdn.sofifa.org/players/4/19/170481.png,Valencia CF,€44K,82
Brazil,Jardel,https://cdn.sofifa.org/players/4/19/168530.png,SL Benfica,€17K,82
Italy,S. Sirigu,https://cdn.sofifa.org/players/4/19/168435.png,Torino,€45K,82
Italy,E. Viviano,https://cdn.sofifa.org/players/4/19/168354.png,Sporting CP,€15K,82
France,L. Koscielny,https://cdn.sofifa.org/players/4/19/165229.png,Arsenal,€115K,82
Italy,A. Consigli,https://cdn.sofifa.org/players/4/19/163489.png,Sassuolo,€52K,82
Argentina,L. Biglia,https://cdn.sofifa.org/players/4/19/158963.png,Milan,€98K,82
Brazil,Dani Alves,https://cdn.sofifa.org/players/4/19/146530.png,Paris Saint-Germain,€62K,82
Spain,David Villa,https://cdn.sofifa.org/players/4/19/113422.png,New York City FC,€12K,82
Spain,Aduriz,https://cdn.sofifa.org/players/4/19/106231.png,Athletic Club de Bilbao,€29K,82
Czech Republic,P. Čech,https://cdn.sofifa.org/players/4/19/48940.png,Arsenal,€60K,82
Spain,Casillas,https://cdn.sofifa.org/players/4/19/5479.png,FC Porto,€10K,82
England,M. Rashford,https://cdn.sofifa.org/players/4/19/231677.png,Manchester United,€110K,81
Brazil,Laure Santeiro,https://cdn.sofifa.org/players/4/19/230271.png,Fluminense,€40K,81
Jamaica,L. Bailey,https://cdn.sofifa.org/players/4/19/229906.png,Bayer 04 Leverkusen,€54K,81
Switzerland,M. Akanji,https://cdn.sofifa.org/players/4/19/229237.png,Borussia Dortmund,€49K,81
Netherlands,F. de Jong,https://cdn.sofifa.org/players/4/19/228702.png,Ajax,€19K,81
Portugal,Nélson Semedo,https://cdn.sofifa.org/players/4/19/227928.png,FC Barcelona,€125K,81
Spain,Pablo Fornals,https://cdn.sofifa.org/players/4/19/226456.png,Villarreal CF,€36K,81
Spain,Fabián,https://cdn.sofifa.org/players/4/19/226271.png,Napoli,€64K,81
Ivory Coast,E. Bailly,https://cdn.sofifa.org/players/4/19/225508.png,Manchester United,€105K,81
Spain,Dani Ceballos,https://cdn.sofifa.org/players/4/19/222509.png,Real Madrid,€120K,81
Mexico,H. Lozano,https://cdn.sofifa.org/players/4/19/221992.png,PSV,€22K,81
Spain,Morales,https://cdn.sofifa.org/players/4/19/216475.png,Levante UD,€33K,81
Ivory Coast,J. Seri,https://cdn.sofifa.org/players/4/19/216451.png,Fulham,€73K,81
Italy,M. Politano,https://cdn.sofifa.org/players/4/19/216409.png,Inter,€57K,81
Croatia,M. Brozović,https://cdn.sofifa.org/players/4/19/216352.png,Inter,€64K,81
Spain,Williams,https://cdn.sofifa.org/players/4/19/216201.png,Athletic Club de Bilbao,€31K,81
Argentina,A. Correa,https://cdn.sofifa.org/players/4/19/214997.png,Atlético Madrid,€54K,81
Denmark,A. Christensen,https://cdn.sofifa.org/players/4/19/213661.png,Chelsea,€91K,81
Portugal,João Mário,https://cdn.sofifa.org/players/4/19/212814.png,Inter,€71K,81
Albania,T. Strakosha,https://cdn.sofifa.org/players/4/19/212151.png,Lazio,€36K,81
Albania,E. Hysaj,https://cdn.sofifa.org/players/4/19/210864.png,Napoli,€58K,81
Poland,P. Zieliński,https://cdn.sofifa.org/players/4/19/210406.png,Napoli,€64K,81
Portugal,Ricardo Pereira,https://cdn.sofifa.org/players/4/19/210243.png,Leicester City,€64K,81
Spain,Grimaldo,https://cdn.sofifa.org/players/4/19/210035.png,SL Benfica,€14K,81
Portugal,R. Guerreiro,https://cdn.sofifa.org/players/4/19/209889.png,Borussia Dortmund,€54K,81
France,A. Doucouré,https://cdn.sofifa.org/players/4/19/208135.png,Watford,€60K,81
Venezuela,J. Martínez,https://cdn.sofifa.org/players/4/19/207877.png,Atlanta United,€14K,81
Colombia,C. Bacca,https://cdn.sofifa.org/players/4/19/207664.png,Villarreal CF,€45K,81
France,A. Plea,https://cdn.sofifa.org/players/4/19/206467.png,Borussia Mönchengladbach,€40K,81
Wales,B. Davies,https://cdn.sofifa.org/players/4/19/205923.png,Tottenham Hotspur,€87K,81
Serbia,M. Nastasić,https://cdn.sofifa.org/players/4/19/205362.png,FC Schalke 04,€36K,81
Poland,A. Milik,https://cdn.sofifa.org/players/4/19/205175.png,Napoli,€71K,81
Austria,M. Sabitzer,https://cdn.sofifa.org/players/4/19/204923.png,RB Leipzig,€54K,81
France,B. Mendy,https://cdn.sofifa.org/players/4/19/204884.png,Manchester City,€105K,81
Germany,C. Kramer,https://cdn.sofifa.org/players/4/19/204024.png,Borussia Mönchengladbach,€35K,81
Croatia,S. Vrsaljko,https://cdn.sofifa.org/players/4/19/203890.png,Inter,€57K,81
Belgium,T. Hazard,https://cdn.sofifa.org/players/4/19/203486.png,Borussia Mönchengladbach,€40K,81
Germany,K. Bellarabi,https://cdn.sofifa.org/players/4/19/202857.png,Bayer 04 Leverkusen,€76K,81
Italy,S. Zaza,https://cdn.sofifa.org/players/4/19/202685.png,Torino,€48K,81
Algeria,F. Ghoulam,https://cdn.sofifa.org/players/4/19/201454.png,Napoli,€68K,81
France,B. Lecomte,https://cdn.sofifa.org/players/4/19/200726.png,Montpellier HSC,€27K,81
Slovenia,J. Iličić,https://cdn.sofifa.org/players/4/19/200647.png,Atalanta,€41K,81
Germany,K. Volland,https://cdn.sofifa.org/players/4/19/200610.png,Bayer 04 Leverkusen,€76K,81
Spain,Paco Alcácer,https://cdn.sofifa.org/players/4/19/200454.png,Borussia Dortmund,€59K,81
Spain,Vitolo,https://cdn.sofifa.org/players/4/19/199715.png,Atlético Madrid,€65K,81
Switzerland,G. Xhaka,https://cdn.sofifa.org/players/4/19/199503.png,Arsenal,€115K,81
Serbia,D. Tadić,https://cdn.sofifa.org/players/4/19/199434.png,Ajax,€26K,81
Chile,C. Aránguiz,https://cdn.sofifa.org/players/4/19/199042.png,Bayer 04 Leverkusen,€76K,81
Italy,S. Verdi,https://cdn.sofifa.org/players/4/19/196889.png,Napoli,€77K,81
Croatia,D. Lovren,https://cdn.sofifa.org/players/4/19/195086.png,Liverpool,€115K,81
Chile,G. Medel,https://cdn.sofifa.org/players/4/19/193532.png,Beşiktaş JK,€56K,81
Switzerland,X. Shaqiri,https://cdn.sofifa.org/players/4/19/193348.png,Liverpool,€130K,81
Mexico,J. Corona,https://cdn.sofifa.org/players/4/19/193165.png,FC Porto,€18K,81
France,A. Areola,https://cdn.sofifa.org/players/4/19/193105.png,Paris Saint-Germain,€61K,81
Germany,K. Vogt,https://cdn.sofifa.org/players/4/19/192641.png,TSG 1899 Hoffenheim,€42K,81
Spain,Ander Herrera,https://cdn.sofifa.org/players/4/19/191740.png,Manchester United,€140K,81
Argentina,E. Salvio,https://cdn.sofifa.org/players/4/19/190972.png,SL Benfica,€19K,81
Italy,S. El Shaarawy,https://cdn.sofifa.org/players/4/19/190813.png,Roma,€77K,81
England,C. Smalling,https://cdn.sofifa.org/players/4/19/189881.png,Manchester United,€130K,81
Brazil,Hulk,https://cdn.sofifa.org/players/4/19/189362.png,Shanghai SIPG FC,€25K,81
Japan,S. Kagawa,https://cdn.sofifa.org/players/4/19/189358.png,Borussia Dortmund,€65K,81
Argentina,M. Lanzini,https://cdn.sofifa.org/players/4/19/188988.png,West Ham United,€90K,81
Russia,F. Smolov,https://cdn.sofifa.org/players/4/19/187491.png,Lokomotiv Moscow,€1K,81
Germany,L. Stindl,https://cdn.sofifa.org/players/4/19/187072.png,Borussia Mönchengladbach,€43K,81
Turkey,O. Toprak,https://cdn.sofifa.org/players/4/19/185239.png,Borussia Dortmund,€59K,81
Argentina,D. Perotti,https://cdn.sofifa.org/players/4/19/183900.png,Roma,€84K,81
Uruguay,F. Muslera,https://cdn.sofifa.org/players/4/19/182494.png,Galatasaray SK,€52K,81
Germany,B. Höwedes,https://cdn.sofifa.org/players/4/19/179784.png,Lokomotiv Moscow,€1K,81
Denmark,S. Kjær,https://cdn.sofifa.org/players/4/19/179645.png,Sevilla FC,€23K,81
Germany,S. Bender,https://cdn.sofifa.org/players/4/19/177458.png,Bayer 04 Leverkusen,€69K,81
France,M. Valbuena,https://cdn.sofifa.org/players/4/19/177326.png,Fenerbahçe SK,€86K,81
Spain,Pedro León,https://cdn.sofifa.org/players/4/19/175379.png,SD Eibar,€32K,81
Ghana,K. Boateng,https://cdn.sofifa.org/players/4/19/173909.png,Sassuolo,€65K,81
Poland,L. Piszczek,https://cdn.sofifa.org/players/4/19/173771.png,Borussia Dortmund,€57K,81
Italy,A. Candreva,https://cdn.sofifa.org/players/4/19/173221.png,Inter,€74K,81
Denmark,D. Wass,https://cdn.sofifa.org/players/4/19/172522.png,Valencia CF,€46K,81
Argentina,E. Lamela,https://cdn.sofifa.org/players/4/19/170368.png,Tottenham Hotspur,€105K,81
England,D. Rose,https://cdn.sofifa.org/players/4/19/169595.png,Tottenham Hotspur,€92K,81
Mexico,C. Vela,https://cdn.sofifa.org/players/4/19/169416.png,Los Angeles FC,€15K,81
Brazil,Renato Augusto,https://cdn.sofifa.org/players/4/19/169195.png,Beijing Sinobo Guoan FC,€28K,81
Ecuador,A. Valencia,https://cdn.sofifa.org/players/4/19/167905.png,Manchester United,€120K,81
Poland,L. Fabiański,https://cdn.sofifa.org/players/4/19/164835.png,West Ham United,€70K,81
Portugal,João Moutinho,https://cdn.sofifa.org/players/4/19/162347.png,Wolverhampton Wanderers,€85K,81
Spain,Borja Valero,https://cdn.sofifa.org/players/4/19/161956.png,Inter,€74K,81
Italy,F. Quagliarella,https://cdn.sofifa.org/players/4/19/159261.png,Sampdoria,€39K,81
France,B. Gomis,https://cdn.sofifa.org/players/4/19/159145.png,Al Hilal,€56K,81
Portugal,Manuel Fernandes,https://cdn.sofifa.org/players/4/19/157960.png,Lokomotiv Moscow,€1K,81
Mexico,H. Herrera,https://cdn.sofifa.org/players/4/19/156519.png,FC Porto,€20K,81
Brazil,Raffael,https://cdn.sofifa.org/players/4/19/144622.png,Borussia Mönchengladbach,€41K,81
Portugal,Nani,https://cdn.sofifa.org/players/4/19/139068.png,Sporting CP,€19K,81
England,J. Milner,https://cdn.sofifa.org/players/4/19/138412.png,Liverpool,€120K,81
France,J. Mathieu,https://cdn.sofifa.org/players/4/19/112316.png,Sporting CP,€18K,81
Spain,Joaquín,https://cdn.sofifa.org/players/4/19/45186.png,Real Betis,€24K,81
Uruguay,M. Gómez,https://cdn.sofifa.org/players/4/19/239207.png,RC Celta,€25K,80
Germany,K. Havertz,https://cdn.sofifa.org/players/4/19/235790.png,Bayer 04 Leverkusen,€32K,80
France,T. Ndombele,https://cdn.sofifa.org/players/4/19/235569.png,Olympique Lyonnais,€51K,80
France,H. Aouar,https://cdn.sofifa.org/players/4/19/234906.png,Olympique Lyonnais,€51K,80
Spain,Carlos Soler,https://cdn.sofifa.org/players/4/19/234153.png,Valencia CF,€31K,80
Spain,Odriozola,https://cdn.sofifa.org/players/4/19/234035.png,Real Madrid,€115K,80
Paraguay,M. Almirón,https://cdn.sofifa.org/players/4/19/230977.png,Atlanta United,€11K,80
Brazil,Welington Dano,https://cdn.sofifa.org/players/4/19/230347.png,Cruzeiro,€34K,80
Brazil,Everton Andrão,https://cdn.sofifa.org/players/4/19/230234.png,Fluminense,€34K,80
Spain,Oyarzabal,https://cdn.sofifa.org/players/4/19/230142.png,Real Sociedad,€29K,80
Paraguay,F. Balbuena,https://cdn.sofifa.org/players/4/19/228229.png,West Ham United,€80K,80
Mali,M. Marega,https://cdn.sofifa.org/players/4/19/227536.png,FC Porto,€19K,80
France,B. Pavard,https://cdn.sofifa.org/players/4/19/226851.png,VfB Stuttgart,€33K,80
Nigeria,W. Ndidi,https://cdn.sofifa.org/players/4/19/226790.png,Leicester City,€50K,80
Cameroon,A. Onana,https://cdn.sofifa.org/players/4/19/226753.png,Ajax,€14K,80
Argentina,G. Lo Celso,https://cdn.sofifa.org/players/4/19/226226.png,Real Betis,€72K,80
Argentina,M. Acuña,https://cdn.sofifa.org/players/4/19/224334.png,Sporting CP,€16K,80
Portugal,Rúben Neves,https://cdn.sofifa.org/players/4/19/224293.png,Wolverhampton Wanderers,€59K,80
Dominican Republic,Mariano,https://cdn.sofifa.org/players/4/19/221639.png,Real Madrid,€140K,80
Brazil,Raúl,https://cdn.sofifa.org/players/4/19/221540.png,SC Braga,€19K,80
Italy,M. Caldara,https://cdn.sofifa.org/players/4/19/220477.png,Milan,€73K,80
Uruguay,M. Vecino,https://cdn.sofifa.org/players/4/19/219985.png,Inter,€63K,80
France,T. Bakayoko,https://cdn.sofifa.org/players/4/19/219809.png,Milan,€85K,80
Germany,M. Dahoud,https://cdn.sofifa.org/players/4/19/218339.png,Borussia Dortmund,€50K,80
Portugal,Rafa,https://cdn.sofifa.org/players/4/19/216547.png,SL Benfica,€17K,80
Senegal,K. Baldé,https://cdn.sofifa.org/players/4/19/215785.png,Inter,€65K,80
Argentina,G. Rulli,https://cdn.sofifa.org/players/4/19/215316.png,Real Sociedad,€26K,80
Argentina,F. Armani,https://cdn.sofifa.org/players/4/19/214584.png,River Plate,€22K,80
Portugal,Rony Lopes,https://cdn.sofifa.org/players/4/19/212692.png,AS Monaco,€65K,80
Spain,Santi Mina,https://cdn.sofifa.org/players/4/19/212623.png,Valencia CF,€40K,80
Germany,K. Demirbay,https://cdn.sofifa.org/players/4/19/211748.png,TSG 1899 Hoffenheim,€37K,80
Spain,Gayà,https://cdn.sofifa.org/players/4/19/211688.png,Valencia CF,€33K,80
Portugal,André Gomes,https://cdn.sofifa.org/players/4/19/211575.png,Everton,€130K,80
Argentina,N. Tagliafico,https://cdn.sofifa.org/players/4/19/211256.png,Ajax,€20K,80
France,M. Sanson,https://cdn.sofifa.org/players/4/19/210896.png,Olympique de Marseille,€47K,80
Spain,Pacheco,https://cdn.sofifa.org/players/4/19/209960.png,Deportivo Alavés,€23K,80
Germany,E. Can,https://cdn.sofifa.org/players/4/19/208333.png,Juventus,€91K,80
Turkey,H. Çalhanoğlu,https://cdn.sofifa.org/players/4/19/208128.png,Milan,€89K,80
Germany,M. Ginter,https://cdn.sofifa.org/players/4/19/207862.png,Borussia Mönchengladbach,€28K,80
England,M. Keane,https://cdn.sofifa.org/players/4/19/207599.png,Everton,€88K,80
Argentina,L. Paredes,https://cdn.sofifa.org/players/4/19/207439.png,NA,€0,80
Ukraine,T. Stepanenko,https://cdn.sofifa.org/players/4/19/206413.png,Shakhtar Donetsk,€1K,80
England,L. Shaw,https://cdn.sofifa.org/players/4/19/205988.png,Manchester United,€96K,80
Morocco,Z. Feddal,https://cdn.sofifa.org/players/4/19/205705.png,Real Betis,€29K,80
France,S. Haller,https://cdn.sofifa.org/players/4/19/205693.png,Eintracht Frankfurt,€41K,80
Brazil,Bernard,https://cdn.sofifa.org/players/4/19/205525.png,Everton,€97K,80
Japan,T. Inui,https://cdn.sofifa.org/players/4/19/205114.png,Real Betis,€30K,80
Spain,Portu,https://cdn.sofifa.org/players/4/19/205070.png,Girona FC,€37K,80
Belgium,M. Batshuayi,https://cdn.sofifa.org/players/4/19/204529.png,Valencia CF,€105K,80
Israel,E. Zahavi,https://cdn.sofifa.org/players/4/19/204399.png,Guangzhou R&F; FC,€24K,80
Czech Republic,T. Vaclík,https://cdn.sofifa.org/players/4/19/204120.png,Sevilla FC,€17K,80
England,N. Pope,https://cdn.sofifa.org/players/4/19/203841.png,Burnley,€48K,80
Spain,Héctor Bellerín,https://cdn.sofifa.org/players/4/19/203747.png,Arsenal,€85K,80
Czech Republic,P. Kadeřábek,https://cdn.sofifa.org/players/4/19/203605.png,TSG 1899 Hoffenheim,€39K,80
England,J. Butland,https://cdn.sofifa.org/players/4/19/203042.png,Stoke City,€39K,80
Denmark,J. Vestergaard,https://cdn.sofifa.org/players/4/19/202849.png,Southampton,€51K,80
England,J. Tarkowski,https://cdn.sofifa.org/players/4/19/202695.png,Burnley,€56K,80
Spain,Deulofeu,https://cdn.sofifa.org/players/4/19/202477.png,Watford,€56K,80
England,E. Dier,https://cdn.sofifa.org/players/4/19/202335.png,Tottenham Hotspur,€73K,80
Colombia,J. Murillo,https://cdn.sofifa.org/players/4/19/201377.png,Valencia CF,€38K,80
Croatia,M. Badelj,https://cdn.sofifa.org/players/4/19/201144.png,Lazio,€53K,80
Brazil,Ismaily,https://cdn.sofifa.org/players/4/19/201119.png,Shakhtar Donetsk,€1K,80
Germany,N. Schulz,https://cdn.sofifa.org/players/4/19/200536.png,TSG 1899 Hoffenheim,€37K,80
France,L. Digne,https://cdn.sofifa.org/players/4/19/200458.png,Everton,€79K,80
Germany,M. Uth,https://cdn.sofifa.org/players/4/19/200318.png,FC Schalke 04,€42K,80
Spain,Cristian Tello,https://cdn.sofifa.org/players/4/19/200315.png,Real Betis,€30K,80
Croatia,D. Vida,https://cdn.sofifa.org/players/4/19/199206.png,Beşiktaş JK,€55K,80
Colombia,L. Muriel,https://cdn.sofifa.org/players/4/19/199110.png,Sevilla FC,€24K,80
Cameroon,V. Aboubakar,https://cdn.sofifa.org/players/4/19/199069.png,FC Porto,€19K,80
England,A. Oxlade-Chamberlain,https://cdn.sofifa.org/players/4/19/198784.png,Liverpool,€94K,80
Ivory Coast,S. Aurier,https://cdn.sofifa.org/players/4/19/197853.png,Tottenham Hotspur,€82K,80
Cameroon,J. Matip,https://cdn.sofifa.org/players/4/19/197061.png,Liverpool,€99K,80
Ukraine,Y. Rakitskyi,https://cdn.sofifa.org/players/4/19/195861.png,Shakhtar Donetsk,€1K,80
Spain,Sergi Enrich,https://cdn.sofifa.org/players/4/19/194879.png,SD Eibar,€34K,80
Ukraine,A. Yarmolenko,https://cdn.sofifa.org/players/4/19/194794.png,West Ham United,€92K,80
Spain,Hugo Mallo,https://cdn.sofifa.org/players/4/19/194229.png,RC Celta,€27K,80
Portugal,André Almeida,https://cdn.sofifa.org/players/4/19/194022.png,SL Benfica,€15K,80
Germany,D. Didavi,https://cdn.sofifa.org/players/4/19/193886.png,VfB Stuttgart,€44K,80
Switzerland,R. Rodríguez,https://cdn.sofifa.org/players/4/19/193352.png,Milan,€81K,80
Argentina,R. Pereyra,https://cdn.sofifa.org/players/4/19/193061.png,Watford,€65K,80
Spain,Mario Gaspar,https://cdn.sofifa.org/players/4/19/192789.png,Villarreal CF,€35K,80
Brazil,Maicon,https://cdn.sofifa.org/players/4/19/191687.png,Galatasaray SK,€63K,80
Netherlands,D. Blind,https://cdn.sofifa.org/players/4/19/190815.png,Ajax,€22K,80
Netherlands,J. Zoet,https://cdn.sofifa.org/players/4/19/190778.png,PSV,€16K,80
Serbia,A. Ljajić,https://cdn.sofifa.org/players/4/19/190544.png,Beşiktaş JK,€52K,80
Spain,Canales,https://cdn.sofifa.org/players/4/19/190286.png,Real Betis,€30K,80
Spain,Iago Falqué,https://cdn.sofifa.org/players/4/19/190264.png,Torino,€59K,80
Netherlands,L. de Jong,https://cdn.sofifa.org/players/4/19/189805.png,PSV,€23K,80
Spain,Guaita,https://cdn.sofifa.org/players/4/19/189690.png,Crystal Palace,€48K,80
Spain,Muniain,https://cdn.sofifa.org/players/4/19/189575.png,Athletic Club de Bilbao,€31K,80
Spain,Susaeta,https://cdn.sofifa.org/players/4/19/189354.png,Athletic Club de Bilbao,€33K,80
Germany,S. Rudy,https://cdn.sofifa.org/players/4/19/189251.png,FC Schalke 04,€37K,80
