Name,Photo,Overall,Potential,Value,Wage,Age,Height,Club,Nationality,League,Country,InternationalReputation
A. Maier,https://cdn.sofifa.org/players/4/19/237629.png,73,86,7.5,10,19,6'0,Hertha BSC,Germany,Bundesliga,Germany,1
A. Maitland-Niles,https://cdn.sofifa.org/players/4/19/225782.png,71,84,4.5,38,20,5'10,Arsenal,England,Premier League,UK,1
A. Mandi,https://cdn.sofifa.org/players/4/19/201143.png,79,82,13,26,26,6'0,Real Betis,Algeria,La Liga,Spain,1
A. Mandrea,https://cdn.sofifa.org/players/4/19/220833.png,64,70,NA,2,21,6'1,Angers SCO,France,Ligue 1,France,1
A. Mariappa,https://cdn.sofifa.org/players/4/19/172953.png,74,74,3.8,39,31,5'11,Watford,Jamaica,Premier League,UK,1
A. Martial,https://cdn.sofifa.org/players/4/19/211300.png,84,90,42.5,165,22,6'0,Manchester United,France,Premier League,UK,3
A. Marušić,https://cdn.sofifa.org/players/4/19/224031.png,78,79,12.5,46,25,6'1,Lazio,Montenegro,Serie A,Italy,NA
A. Masiello,https://cdn.sofifa.org/players/4/19/169115.png,79,79,7,30,32,6'0,Atalanta,Italy,Serie A,Italy,2
A. Masina,https://cdn.sofifa.org/players/4/19/225410.png,74,79,6.5,33,24,6'3,Watford,Italy,Premier League,UK,1
A. Masuaku,https://cdn.sofifa.org/players/4/19/212491.png,75,79,7,49,24,5'10,West Ham United,DR Congo,Premier League,UK,1
A. Matri,https://cdn.sofifa.org/players/4/19/177528.png,72,72,2,35,33,6'0,Sassuolo,Italy,Serie A,Italy,2
A. Mawson,https://cdn.sofifa.org/players/4/19/208534.png,75,84,9,38,24,6'2,Fulham,England,Premier League,UK,1
A. Maxim,https://cdn.sofifa.org/players/4/19/211061.png,73,73,4.2,22,27,5'10,1. FSV Mainz 05,Romania,Bundesliga,Germany,2
A. Mbengue,https://cdn.sofifa.org/players/4/19/222926.png,69,74,1.2,8,24,5'10,Stade Malherbe Caen,Senegal,Ligue 1,France,1
A. McCarthy,https://cdn.sofifa.org/players/4/19/189324.png,77,78,7,37,28,6'4,Southampton,England,Premier League,UK,1
A. Mehmedi,https://cdn.sofifa.org/players/4/19/188770.png,76,76,8,40,27,6'0,VfL Wolfsburg,Switzerland,Bundesliga,Germany,2
A. Meijers,https://cdn.sofifa.org/players/4/19/188621.png,70,70,1.3,5,30,5'9,ADO Den Haag,Netherlands,Eredivisie,Netherlands,1
A. Mendes Moreira,https://cdn.sofifa.org/players/4/19/243967.png,63,69,NA,2,23,5'10,FC Groningen,Netherlands,Eredivisie,Netherlands,1
A. Mendy,https://cdn.sofifa.org/players/4/19/223510.png,72,77,4.2,26,24,6'0,FC Girondins de Bordeaux,France,Ligue 1,France,1
A. Meret,https://cdn.sofifa.org/players/4/19/225116.png,75,89,12,24,21,6'3,Napoli,Italy,Serie A,Italy,1
A. Merkel,https://cdn.sofifa.org/players/4/19/200700.png,68,70,1.1,4,26,5'10,Heracles Almelo,Kazakhstan,Eredivisie,Netherlands,1
A. Messaoud,https://cdn.sofifa.org/players/4/19/200233.png,67,67,NA,3,27,6'1,Excelsior,Morocco,Eredivisie,Netherlands,1
A. Meyer,https://cdn.sofifa.org/players/4/19/241050.png,63,66,NA,5,27,6'5,VfB Stuttgart,Germany,Bundesliga,Germany,1
A. Milik,https://cdn.sofifa.org/players/4/19/205175.png,81,88,25.5,71,24,6'1,Napoli,Poland,Serie A,Italy,3
A. Mina,https://cdn.sofifa.org/players/4/19/225680.png,71,73,2.3,9,27,6'3,Yeni Malatyaspor,Ecuador,Süper Lig,Turkey,1
A. Mirante,https://cdn.sofifa.org/players/4/19/140293.png,80,80,6,51,34,6'4,Roma,Italy,Serie A,Italy,2
A. Mitrović,https://cdn.sofifa.org/players/4/19/215716.png,77,82,12,52,23,6'2,Fulham,Serbia,Premier League,UK,NA
A. Morales,https://cdn.sofifa.org/players/4/19/202107.png,72,72,3.1,22,28,6'0,Fortuna Düsseldorf,United States,Bundesliga,Germany,1
A. Morkaya,https://cdn.sofifa.org/players/4/19/243659.png,61,61,NA,4,29,6'2,MKE Ankaragücü,Turkey,Süper Lig,Turkey,1
A. Murgia,https://cdn.sofifa.org/players/4/19/231919.png,72,78,4.2,22,21,6'1,Lazio,Italy,Serie A,Italy,1
A. Muric,https://cdn.sofifa.org/players/4/19/233164.png,61,78,NA,3,19,6'6,Manchester City,Montenegro,Premier League,UK,1
A. Nagy,https://cdn.sofifa.org/players/4/19/230936.png,76,83,9.5,24,23,5'10,Bologna,Hungary,Serie A,Italy,1
A. Ndiaye Diedhiou,https://cdn.sofifa.org/players/4/19/233631.png,76,85,12,17,21,5'8,Getafe CF,Senegal,La Liga,Spain,1
A. Ndom,https://cdn.sofifa.org/players/4/19/231109.png,65,74,NA,4,22,6'2,Stade de Reims,France,Ligue 1,France,1
A. Ndour,https://cdn.sofifa.org/players/4/19/215383.png,69,71,1.1,7,24,6'1,RC Strasbourg Alsace,Senegal,Ligue 1,France,1
A. Ngamukol,https://cdn.sofifa.org/players/4/19/210536.png,67,67,NA,7,30,5'10,Stade de Reims,DR Congo,Ligue 1,France,1
A. Ngando,https://cdn.sofifa.org/players/4/19/208585.png,70,75,2.4,12,24,5'10,Göztepe SK,France,Süper Lig,Turkey,1
A. Novakovich,https://cdn.sofifa.org/players/4/19/223157.png,68,76,1.3,11,21,6'3,Fortuna Sittard,United States,Eredivisie,Netherlands,1
A. Nübel,https://cdn.sofifa.org/players/4/19/223885.png,66,78,NA,4,21,6'4,FC Schalke 04,Germany,Bundesliga,Germany,1
A. Nukan,https://cdn.sofifa.org/players/4/19/200065.png,71,78,2.8,22,24,6'5,RB Leipzig,Turkey,Bundesliga,Germany,1
A. Nwakaeme,https://cdn.sofifa.org/players/4/19/241771.png,71,71,2.3,21,29,6'1,Trabzonspor,Nigeria,Süper Lig,Turkey,1
A. Nyom,https://cdn.sofifa.org/players/4/19/192667.png,74,74,4.1,27,30,6'2,CD Leganés,Cameroon,La Liga,Spain,2
A. Obispo,https://cdn.sofifa.org/players/4/19/241171.png,64,78,NA,1,19,6'1,PSV,Netherlands,Eredivisie,Netherlands,1
A. Ogbonna,https://cdn.sofifa.org/players/4/19/183855.png,77,77,6.5,65,30,6'3,West Ham United,Italy,Premier League,UK,2
A. Olliero,https://cdn.sofifa.org/players/4/19/231105.png,63,69,NA,3,22,6'4,FC Nantes,France,Ligue 1,France,1
A. Ömür,https://cdn.sofifa.org/players/4/19/231777.png,72,79,4.2,10,19,5'6,Trabzonspor,Turkey,Süper Lig,Turkey,NA
A. Önal,https://cdn.sofifa.org/players/4/19/244036.png,59,68,NA,3,22,5'11,MKE Ankaragücü,Turkey,Süper Lig,Turkey,NA
A. Onana,https://cdn.sofifa.org/players/4/19/226753.png,80,85,14.5,14,22,6'2,Ajax,Cameroon,Eredivisie,Netherlands,2
A. Ounas,https://cdn.sofifa.org/players/4/19/231242.png,73,82,6,35,21,5'8,Napoli,Algeria,Serie A,Italy,1
A. Oxlade-Chamberlain,https://cdn.sofifa.org/players/4/19/198784.png,80,85,19.5,94,24,5'9,Liverpool,England,Premier League,UK,2
A. Oyongo,https://cdn.sofifa.org/players/4/19/218540.png,74,75,5,20,27,5'9,Montpellier HSC,Cameroon,Ligue 1,France,1
A. Özbiliz,https://cdn.sofifa.org/players/4/19/200106.png,73,73,4,40,28,5'9,Willem II,Armenia,Eredivisie,Netherlands,NA
A. Özer,https://cdn.sofifa.org/players/4/19/200955.png,64,67,NA,1,25,6'2,Fortuna Sittard,Turkey,Eredivisie,Netherlands,NA
A. Öztürk,https://cdn.sofifa.org/players/4/19/202889.png,69,75,1.2,9,24,6'1,Göztepe SK,Belgium,Süper Lig,Turkey,NA
A. Paločević,https://cdn.sofifa.org/players/4/19/244582.png,70,75,2.3,6,24,5'11,CD Nacional,Serbia,Liga Nos,Portugal,NA
A. Paloschi,https://cdn.sofifa.org/players/4/19/186961.png,76,76,8,17,28,6'0,SPAL,Italy,Serie A,Italy,2
A. Parmak,https://cdn.sofifa.org/players/4/19/245535.png,64,70,NA,6,23,5'9,Trabzonspor,Turkey,Süper Lig,Turkey,1
A. Peñaranda,https://cdn.sofifa.org/players/4/19/231638.png,73,81,6,32,21,6'1,Watford,Venezuela,Premier League,UK,1
A. Petagna,https://cdn.sofifa.org/players/4/19/215689.png,76,81,10.5,25,23,6'3,SPAL,Italy,Serie A,Italy,1
A. Pilkington,https://cdn.sofifa.org/players/4/19/179665.png,68,68,NA,19,30,5'11,Cardiff City,Republic of Ireland,Premier League,UK,1
A. Pinamonti,https://cdn.sofifa.org/players/4/19/235842.png,64,80,NA,6,19,6'2,Frosinone,Italy,Serie A,Italy,1
A. Plea,https://cdn.sofifa.org/players/4/19/206467.png,81,83,22,40,25,5'11,Borussia Mönchengladbach,France,Bundesliga,Germany,2
A. Plizzari,https://cdn.sofifa.org/players/4/19/236378.png,66,84,1.1,4,18,6'2,Milan,Italy,Serie A,Italy,1
A. Poli,https://cdn.sofifa.org/players/4/19/185174.png,77,77,9,34,28,6'0,Bologna,Italy,Serie A,Italy,2
A. Poulsen,https://cdn.sofifa.org/players/4/19/236875.png,62,77,NA,2,18,6'2,Borussia Mönchengladbach,Denmark,Bundesliga,Germany,1
A. Pritchard,https://cdn.sofifa.org/players/4/19/205351.png,74,78,7.5,37,25,5'7,Huddersfield Town,England,Premier League,UK,1
A. Putsila,https://cdn.sofifa.org/players/4/19/186504.png,70,70,1.6,12,31,5'11,MKE Ankaragücü,Belarus,Süper Lig,Turkey,2
A. Rabiot,https://cdn.sofifa.org/players/4/19/210008.png,83,87,33,91,23,6'4,Paris Saint-Germain,France,Ligue 1,France,2
A. Racioppi,https://cdn.sofifa.org/players/4/19/243573.png,59,76,NA,2,19,6'1,Olympique Lyonnais,Switzerland,Ligue 1,France,1
A. Raggi,https://cdn.sofifa.org/players/4/19/163407.png,75,75,2,48,34,6'2,AS Monaco,Italy,Ligue 1,France,2
A. Rami,https://cdn.sofifa.org/players/4/19/183280.png,82,82,12.5,57,32,6'3,Olympique de Marseille,France,Ligue 1,France,3
A. Ramsdale,https://cdn.sofifa.org/players/4/19/233934.png,62,76,NA,4,20,6'2,Bournemouth,England,Premier League,UK,1
A. Ramsey,https://cdn.sofifa.org/players/4/19/186561.png,82,83,25,130,27,6'0,Arsenal,Wales,Premier League,UK,3
A. Ranocchia,https://cdn.sofifa.org/players/4/19/182168.png,76,76,5.5,47,30,6'5,Inter,Italy,Serie A,Italy,2
A. Rebić,https://cdn.sofifa.org/players/4/19/220018.png,79,82,16,39,24,6'1,Eintracht Frankfurt,Croatia,Bundesliga,Germany,NA
A. Reca,https://cdn.sofifa.org/players/4/19/234760.png,63,69,NA,4,23,6'2,Atalanta,Poland,Serie A,Italy,1
A. Regattin,https://cdn.sofifa.org/players/4/19/197081.png,73,73,4.3,15,26,5'5,Akhisar Belediyespor,Morocco,Süper Lig,Turkey,1
A. Richards,https://cdn.sofifa.org/players/4/19/193303.png,69,69,NA,19,27,5'9,Cardiff City,Wales,Premier League,UK,1
A. Robben,https://cdn.sofifa.org/players/4/19/9014.png,84,84,15.5,110,34,5'11,FC Bayern München,Netherlands,Bundesliga,Germany,4
A. Robertson,https://cdn.sofifa.org/players/4/19/216267.png,82,87,24.5,98,24,5'10,Liverpool,Scotland,Premier League,UK,1
A. Romagnoli,https://cdn.sofifa.org/players/4/19/210413.png,82,89,26.5,84,23,6'2,Milan,Italy,Serie A,Italy,2
A. Romao,https://cdn.sofifa.org/players/4/19/159175.png,74,74,1.7,16,34,5'11,Stade de Reims,Togo,Ligue 1,France,2
A. Rosati,https://cdn.sofifa.org/players/4/19/149309.png,69,69,NA,9,35,6'5,Torino,Italy,Serie A,Italy,1
A. Rossi,https://cdn.sofifa.org/players/4/19/233809.png,67,77,1.3,12,21,6'0,Lazio,Italy,Serie A,Italy,1
A. Rüdiger,https://cdn.sofifa.org/players/4/19/205452.png,82,84,22.5,110,25,6'3,Chelsea,Germany,Premier League,UK,2
A. Sabiri,https://cdn.sofifa.org/players/4/19/237499.png,65,76,NA,8,21,6'1,Huddersfield Town,Germany,Premier League,UK,1
A. Sadiku,https://cdn.sofifa.org/players/4/19/216479.png,69,70,1.2,12,27,6'1,Levante UD,Albania,La Liga,Spain,1
A. Saint-Maximin,https://cdn.sofifa.org/players/4/19/216388.png,79,86,18,31,21,5'8,OGC Nice,France,Ligue 1,France,2
A. Samaris,https://cdn.sofifa.org/players/4/19/208230.png,76,76,6,12,29,6'2,SL Benfica,Greece,Liga Nos,Portugal,2
A. Sanabria,https://cdn.sofifa.org/players/4/19/219932.png,79,85,17.5,27,22,5'11,Real Betis,Paraguay,La Liga,Spain,1
A. Sánchez,https://cdn.sofifa.org/players/4/19/184941.png,85,85,37.5,215,29,5'7,Manchester United,Chile,Premier League,UK,4
A. Santurro,https://cdn.sofifa.org/players/4/19/200629.png,68,72,NA,9,26,6'4,Bologna,Italy,Serie A,Italy,1
A. Schöpf,https://cdn.sofifa.org/players/4/19/220925.png,77,82,12,27,24,5'10,FC Schalke 04,Austria,Bundesliga,Germany,1
A. Schürrle,https://cdn.sofifa.org/players/4/19/193130.png,77,77,9.5,47,27,6'0,Fulham,Germany,Premier League,UK,3
A. Schwolow,https://cdn.sofifa.org/players/4/19/202789.png,77,78,7,19,26,6'2,SC Freiburg,Germany,Bundesliga,Germany,1
A. Seculin,https://cdn.sofifa.org/players/4/19/197689.png,70,71,1.4,7,27,6'3,Chievo Verona,Italy,Serie A,Italy,1
A. Šemper,https://cdn.sofifa.org/players/4/19/244274.png,67,80,1.2,3,20,6'4,Chievo Verona,Croatia,Serie A,Italy,NA
A. Sevinç,https://cdn.sofifa.org/players/4/19/237312.png,61,75,NA,3,19,5'7,Trabzonspor,Turkey,Süper Lig,Turkey,1
A. Sissoko,https://cdn.sofifa.org/players/4/19/189568.png,70,70,1.4,10,28,6'0,Akhisar Belediyespor,Mali,Süper Lig,Turkey,1
A. Smith,https://cdn.sofifa.org/players/4/19/190885.png,76,76,6.5,51,27,5'11,Bournemouth,England,Premier League,UK,1
A. Smithies,https://cdn.sofifa.org/players/4/19/184436.png,73,75,3.3,28,28,6'2,Cardiff City,England,Premier League,UK,1
A. Solano,https://cdn.sofifa.org/players/4/19/246061.png,62,72,NA,5,20,5'9,Atlético Madrid,Colombia,La Liga,Spain,1
A. Søndergaard,https://cdn.sofifa.org/players/4/19/242297.png,54,77,NA,2,17,6'2,Wolverhampton Wanderers,Denmark,Premier League,UK,1
A. Sørloth,https://cdn.sofifa.org/players/4/19/216549.png,70,76,2.5,25,22,6'4,Crystal Palace,Norway,Premier League,UK,1
A. Soumaoro,https://cdn.sofifa.org/players/4/19/200353.png,74,79,6,24,26,6'2,LOSC Lille,France,Ligue 1,France,1
A. Stephens,https://cdn.sofifa.org/players/4/19/245263.png,67,70,NA,2,23,5'10,Santa Clara,Panama,Liga Nos,Portugal,1
A. Stolz,https://cdn.sofifa.org/players/4/19/183597.png,65,65,NA,6,34,6'2,TSG 1899 Hoffenheim,Germany,Bundesliga,Germany,1
A. Surman,https://cdn.sofifa.org/players/4/19/172768.png,75,75,5.5,53,31,5'10,Bournemouth,England,Premier League,UK,1
A. Szalai,https://cdn.sofifa.org/players/4/19/184789.png,76,76,7.5,35,30,6'4,TSG 1899 Hoffenheim,Hungary,Bundesliga,Germany,2
A. Szymanowski,https://cdn.sofifa.org/players/4/19/210333.png,77,77,8.5,31,29,5'9,CD Leganés,Argentina,La Liga,Spain,2
A. Tahar,https://cdn.sofifa.org/players/4/19/193715.png,65,65,NA,2,28,5'9,Boavista FC,Algeria,Liga Nos,Portugal,1
A. Tameze,https://cdn.sofifa.org/players/4/19/213242.png,74,80,6.5,21,24,5'11,OGC Nice,Cameroon,Ligue 1,France,1
A. Taoui,https://cdn.sofifa.org/players/4/19/244403.png,64,75,NA,3,16,5'10,Toulouse Football Club,France,Ligue 1,France,1
A. Tchouaméni,https://cdn.sofifa.org/players/4/19/241637.png,70,84,3.6,10,18,6'1,FC Girondins de Bordeaux,France,Ligue 1,France,1
A. Tembeng,https://cdn.sofifa.org/players/4/19/239483.png,67,70,NA,2,26,6'2,CD Tondela,Cameroon,Liga Nos,Portugal,1
A. Thomasson,https://cdn.sofifa.org/players/4/19/208787.png,75,77,8,16,24,5'10,RC Strasbourg Alsace,France,Ligue 1,France,1
A. Touré,https://cdn.sofifa.org/players/4/19/210450.png,76,79,8,20,24,6'2,FC Nantes,France,Ligue 1,France,1
A. Touré1,https://cdn.sofifa.org/players/4/19/227873.png,74,79,6.5,38,22,6'0,AS Monaco,Mali,Ligue 1,France,1
A. Traoré,https://cdn.sofifa.org/players/4/19/178323.png,73,73,3.9,16,29,5'9,Atiker Konyaspor,Burkina Faso,Süper Lig,Turkey,1
A. Traoré1,https://cdn.sofifa.org/players/4/19/193177.png,73,73,3.2,19,28,5'7,Göztepe SK,Ivory Coast,Süper Lig,Turkey,1
A. Traoré12,https://cdn.sofifa.org/players/4/19/225151.png,72,77,4.1,35,23,5'11,AS Monaco,Mali,Ligue 1,France,1
A. Tripaldelli,https://cdn.sofifa.org/players/4/19/245784.png,60,78,NA,3,19,6'0,PEC Zwolle,Italy,Eredivisie,Netherlands,1
A. Turan,https://cdn.sofifa.org/players/4/19/124337.png,71,71,NA,11,34,6'1,Atiker Konyaspor,Turkey,Süper Lig,Turkey,1
A. Turan1,https://cdn.sofifa.org/players/4/19/195256.png,70,72,1.8,8,26,5'9,Kayserispor,Turkey,Süper Lig,Turkey,1
A. Ujah,https://cdn.sofifa.org/players/4/19/198554.png,73,73,4.3,23,27,6'0,1. FSV Mainz 05,Nigeria,Bundesliga,Germany,2
A. Valencia,https://cdn.sofifa.org/players/4/19/167905.png,81,81,10,120,32,5'11,Manchester United,Ecuador,Premier League,UK,2
A. Verschueren,https://cdn.sofifa.org/players/4/19/224163.png,65,69,NA,2,21,6'1,"NAC Breda",Belgium,Eredivisie,Netherlands,1
A. Vidal,https://cdn.sofifa.org/players/4/19/181872.png,85,85,26,205,31,5'11,FC Barcelona,Chile,La Liga,Spain,4
A. Vršajevič,https://cdn.sofifa.org/players/4/19/183746.png,68,68,NA,7,32,5'10,Akhisar Belediyespor,Bosnia Herzegovina,Süper Lig,Turkey,NA
A. Vural,https://cdn.sofifa.org/players/4/19/223709.png,69,71,NA,5,27,6'2,Sivasspor,Turkey,Süper Lig,Turkey,1
A. Walongwa,https://cdn.sofifa.org/players/4/19/223873.png,65,67,NA,5,24,6'0,FC Nantes,Congo,Ligue 1,France,1
A. Wan-Bissaka,https://cdn.sofifa.org/players/4/19/229880.png,74,84,8,28,20,6'0,Crystal Palace,England,Premier League,UK,1
A. Werner,https://cdn.sofifa.org/players/4/19/215213.png,70,78,2,15,22,6'4,SD Huesca,Argentina,La Liga,Spain,1
A. Westwood,https://cdn.sofifa.org/players/4/19/189280.png,75,75,6.5,48,28,5'9,Burnley,England,Premier League,UK,1
A. Whiteman,https://cdn.sofifa.org/players/4/19/236239.png,61,75,NA,3,19,6'1,Tottenham Hotspur,England,Premier League,UK,1
A. Wilson,https://cdn.sofifa.org/players/4/19/244275.png,57,80,NA,3,18,5'9,Newcastle United,England,Premier League,UK,1
A. Witsel,https://cdn.sofifa.org/players/4/19/177413.png,84,84,24,77,29,6'2,Borussia Dortmund,Belgium,Bundesliga,Germany,3
A. Yarmolenko,https://cdn.sofifa.org/players/4/19/194794.png,80,80,15,92,28,6'3,West Ham United,Ukraine,Premier League,UK,3
A. Younes,https://cdn.sofifa.org/players/4/19/205966.png,75,76,8,47,24,5'6,Napoli,Germany,Serie A,Italy,2
A. Young,https://cdn.sofifa.org/players/4/19/152908.png,79,79,7,110,32,5'9,Manchester United,England,Premier League,UK,2
A. Zambo Anguissa,https://cdn.sofifa.org/players/4/19/227236.png,74,82,7,35,22,6'0,Fulham,Cameroon,Premier League,UK,1
A. Zekaj,https://cdn.sofifa.org/players/4/19/244529.png,61,76,NA,2,18,6'2,LOSC Lille,Serbia,Ligue 1,France,1
A. Zeneli,https://cdn.sofifa.org/players/4/19/221919.png,73,77,5,8,23,5'9,SC Heerenveen,Kosovo,Eredivisie,Netherlands,1
A. Živković,https://cdn.sofifa.org/players/4/19/220746.png,77,84,12.5,11,21,5'7,SL Benfica,Serbia,Liga Nos,Portugal,NA
A. Zreľák,https://cdn.sofifa.org/players/4/19/239627.png,68,73,1.2,9,24,6'0,1. FC Nürnberg,Slovakia,Bundesliga,Germany,1
Aarón Martín,https://cdn.sofifa.org/players/4/19/236295.png,77,85,11,18,21,5'11,1. FSV Mainz 05,Spain,Bundesliga,Germany,1
Abel Ruiz,https://cdn.sofifa.org/players/4/19/239250.png,67,83,1.6,21,18,6'0,FC Barcelona,Spain,La Liga,Spain,1
Accioly,https://cdn.sofifa.org/players/4/19/136069.png,67,67,NA,2,37,6'2,Santa Clara,Brazil,Liga Nos,Portugal,1
Adama,https://cdn.sofifa.org/players/4/19/213956.png,75,85,10.5,54,22,5'10,Wolverhampton Wanderers,Spain,Premier League,UK,1
Adán,https://cdn.sofifa.org/players/4/19/178086.png,83,83,15.5,55,31,6'3,Atlético Madrid,Spain,La Liga,Spain,2
Aday Benítez,https://cdn.sofifa.org/players/4/19/198843.png,76,76,5.5,26,30,5'10,Girona FC,Spain,La Liga,Spain,1
Adrià Pedrosa,https://cdn.sofifa.org/players/4/19/246113.png,61,71,NA,3,20,5'9,RCD Espanyol,Spain,La Liga,Spain,NA
Adrián,https://cdn.sofifa.org/players/4/19/173818.png,77,77,8.5,16,30,6'0,FC Porto,Spain,Liga Nos,Portugal,2
Adrián Diéguez,https://cdn.sofifa.org/players/4/19/236508.png,69,77,1.3,9,22,6'2,Deportivo Alavés,Spain,La Liga,Spain,1
Adrián Marín,https://cdn.sofifa.org/players/4/19/224921.png,72,81,4.1,11,21,6'1,Deportivo Alavés,Spain,La Liga,Spain,1
Adriano,https://cdn.sofifa.org/players/4/19/164082.png,78,78,4,45,33,5'8,Beşiktaş JK,Brazil,Süper Lig,Turkey,NA
Adrien Silva,https://cdn.sofifa.org/players/4/19/184826.png,79,79,12,75,29,5'9,Leicester City,Portugal,Premier League,UK,3
Aduriz,https://cdn.sofifa.org/players/4/19/106231.png,82,82,8,29,37,6'0,Athletic Club de Bilbao,Spain,La Liga,Spain,3
Afonso Figueiredo,https://cdn.sofifa.org/players/4/19/223293.png,71,74,2.4,6,25,5'7,Rio Ave FC,Portugal,Liga Nos,Portugal,1
Aguilera,https://cdn.sofifa.org/players/4/19/198322.png,69,69,NA,10,32,6'1,SD Huesca,Spain,La Liga,Spain,1
Ailton,https://cdn.sofifa.org/players/4/19/220658.png,74,79,6.5,22,23,5'11,SC Braga,Brazil,Liga Nos,Portugal,1
Aitor,https://cdn.sofifa.org/players/4/19/193314.png,72,75,2.6,12,27,6'0,Levante UD,Spain,La Liga,Spain,1
Akapo,https://cdn.sofifa.org/players/4/19/216605.png,70,75,2,11,25,5'10,SD Huesca,Equatorial Guinea,La Liga,Spain,1
Akieme,https://cdn.sofifa.org/players/4/19/226103.png,67,72,NA,4,20,5'9,Rayo Vallecano,Spain,La Liga,Spain,1
Alan Schons,https://cdn.sofifa.org/players/4/19/229248.png,67,70,NA,2,25,5'11,Moreirense FC,Brazil,Liga Nos,Portugal,1
Alberto,https://cdn.sofifa.org/players/4/19/186681.png,74,74,2.8,13,33,6'0,Rayo Vallecano,Spain,La Liga,Spain,1
Alberto Moreno,https://cdn.sofifa.org/players/4/19/205566.png,77,79,9,76,25,5'7,Liverpool,Spain,Premier League,UK,2
Alberto Redondo,https://cdn.sofifa.org/players/4/19/243429.png,62,72,NA,2,21,6'0,Getafe CF,Spain,La Liga,Spain,1
Alcalá,https://cdn.sofifa.org/players/4/19/189709.png,75,75,5,26,29,6'5,Girona FC,Spain,La Liga,Spain,1
Aleix García,https://cdn.sofifa.org/players/4/19/228813.png,70,82,3.1,37,21,5'8,Girona FC,Spain,La Liga,Spain,1
Aleix Vidal,https://cdn.sofifa.org/players/4/19/202493.png,77,77,7,17,28,5'10,Sevilla FC,Spain,La Liga,Spain,2
Alejandro Rodríguez,https://cdn.sofifa.org/players/4/19/201883.png,71,71,2.6,12,26,6'0,Empoli,Spain,Serie A,Italy,1
Aleñá,https://cdn.sofifa.org/players/4/19/233113.png,72,85,6,58,20,5'11,FC Barcelona,Spain,La Liga,Spain,1
Alex,https://cdn.sofifa.org/players/4/19/198033.png,69,69,1.1,4,26,5'9,Vitória de Setúbal,Portugal,Liga Nos,Portugal,1
Alex Alegría,https://cdn.sofifa.org/players/4/19/220355.png,71,74,3,15,25,6'2,Rayo Vallecano,Spain,La Liga,Spain,1
Alex Berenguer,https://cdn.sofifa.org/players/4/19/225201.png,76,81,10.5,34,22,5'9,Torino,Spain,Serie A,Italy,1
Álex Blanco,https://cdn.sofifa.org/players/4/19/245714.png,62,75,NA,3,19,5'9,Valencia CF,Spain,La Liga,Spain,NA
Álex Centelles,https://cdn.sofifa.org/players/4/19/241470.png,64,77,NA,3,18,6'1,Valencia CF,Spain,La Liga,Spain,NA
Álex Domínguez,https://cdn.sofifa.org/players/4/19/243201.png,63,77,NA,1,19,6'2,Deportivo Alavés,Spain,La Liga,Spain,NA
Álex Dos Santos,https://cdn.sofifa.org/players/4/19/243308.png,61,75,NA,2,19,6'1,Atlético Madrid,Brazil,La Liga,Spain,NA
Álex Gallar,https://cdn.sofifa.org/players/4/19/211527.png,73,74,4.7,19,26,5'9,SD Huesca,Spain,La Liga,Spain,NA
Alex López,https://cdn.sofifa.org/players/4/19/244624.png,67,75,1.1,6,21,5'9,RCD Espanyol,Spain,La Liga,Spain,1
Álex Moreno,https://cdn.sofifa.org/players/4/19/217036.png,74,79,6,15,25,5'10,Rayo Vallecano,Spain,La Liga,Spain,NA
Álex Mozo,https://cdn.sofifa.org/players/4/19/224894.png,61,70,NA,4,23,5'5,CD Leganés,Spain,La Liga,Spain,NA
Álex Remiro,https://cdn.sofifa.org/players/4/19/227127.png,77,83,9,15,23,6'3,Athletic Club de Bilbao,Spain,La Liga,Spain,NA
Alex Sandro,https://cdn.sofifa.org/players/4/19/191043.png,86,86,36.5,160,27,5'11,Juventus,Brazil,Serie A,Italy,3
Alex Telles,https://cdn.sofifa.org/players/4/19/212462.png,84,87,32,22,25,5'11,FC Porto,Brazil,Liga Nos,Portugal,3
Alfa Semedo,https://cdn.sofifa.org/players/4/19/239641.png,76,85,10.5,8,20,6'2,SL Benfica,Guinea Bissau,Liga Nos,Portugal,1
