Name,Photo,Age,Overall,Potential,Marking,StandingTackle,SlidingTackle,HeadingAccuracy,Dribbling,Curve,BallControl,Aggression,Interceptions,Positioning,Vision,Composure,Crossing,ShortPassing,LongPassing,Acceleration,SprintSpeed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Finishing,Volleys,FKAccuracy,ShotPower,LongShots,Penalties,InternationalReputation,Defending,General,Mental,Passing,Mobility,Power,Rating,Shooting
Naldo,https://cdn.sofifa.org/players/4/19/171919.png,35,85,85,86,88,85,94,60,52,68,72,83,53,59,84,45,76,70,60,65,46,85,36,45,61,83,57,60,76,92,82,60,3,86.33333333333333,68.5,70.2,63.666666666666664,64,56.25,85,71.16666666666667
B. Matuidi,https://cdn.sofifa.org/players/4/19/170890.png,31,85,85,85,84,86,68,78,65,79,86,86,72,76,82,75,83,77,79,77,83,84,79,84,94,76,64,72,52,78,70,56,3,85,72.5,80.4,78.33333333333333,80.75,83.25,85,65.33333333333333
Miranda,https://cdn.sofifa.org/players/4/19/168609.png,33,85,85,90,90,85,80,67,32,73,83,85,43,58,81,48,70,69,66,69,61,81,57,82,65,79,43,51,39,70,41,49,3,88.33333333333333,63,70,62.333333333333336,69.25,70.75,85,48.833333333333336
K. Benzema,https://cdn.sofifa.org/players/4/19/165153.png,30,85,85,47,15,12,80,83,79,86,65,22,86,85,79,75,83,62,76,76,76,83,66,73,75,80,81,82,73,81,75,82,4,24.666666666666668,82,67.4,73.33333333333333,77.75,73.5,85,79
Filipe Luís,https://cdn.sofifa.org/players/4/19/164169.png,32,85,85,78,84,86,72,77,74,83,81,84,71,70,88,86,80,77,76,75,75,85,62,71,89,74,59,56,75,71,60,65,3,82.66666666666667,76.5,78.8,81,77.75,74,85,64.33333333333333
V. Kompany,https://cdn.sofifa.org/players/4/19/139720.png,32,85,85,87,85,84,84,63,61,70,87,82,41,59,81,61,73,66,52,59,57,87,41,72,66,87,45,46,52,75,55,63,4,85.33333333333333,69.5,70,66.66666666666667,63.75,66.5,85,56
Pepe,https://cdn.sofifa.org/players/4/19/120533.png,35,85,85,86,85,82,80,58,44,62,94,85,40,48,79,46,70,61,65,70,63,83,49,76,60,86,46,23,47,63,56,57,4,84.33333333333333,61,69.2,59,70.25,67.75,85,48.666666666666664
Z. Ibrahimović,https://cdn.sofifa.org/players/4/19/41236.png,36,85,85,28,37,24,83,79,82,84,84,20,85,79,90,73,79,73,58,59,75,82,39,68,61,86,86,86,82,90,82,89,5,29.666666666666668,82,71.6,75,68.5,63.5,85,85.83333333333333
D. Sánchez,https://cdn.sofifa.org/players/4/19/220793.png,22,84,88,84,85,88,80,63,30,73,87,82,34,49,75,36,77,67,72,79,60,80,55,73,76,83,40,28,27,66,44,44,2,85.66666666666667,61.5,65.4,60,72.75,71.75,86,41.5
J. Giménez,https://cdn.sofifa.org/players/4/19/216460.png,23,84,88,88,86,87,81,47,36,56,89,85,24,27,73,47,68,58,69,70,56,76,43,92,67,85,37,30,44,72,48,38,2,87,55,59.6,57.666666666666664,67.75,71.75,86,44.833333333333336
Alex Telles,https://cdn.sofifa.org/players/4/19/212462.png,25,84,87,80,81,79,74,82,87,82,78,80,76,74,80,89,83,86,84,85,73,83,70,81,92,68,65,67,79,80,75,68,3,80,81.25,77.6,86,81.25,77.75,85.5,72.33333333333333
A. Laporte,https://cdn.sofifa.org/players/4/19/212218.png,24,84,88,85,86,87,85,59,61,73,75,85,54,57,77,58,76,78,62,66,45,83,55,75,67,82,45,40,69,68,47,44,2,86,69.5,69.6,70.66666666666667,64,69.75,86,52.166666666666664
Bruno Fernandes,https://cdn.sofifa.org/players/4/19/212198.png,23,84,88,63,66,53,58,83,85,85,65,70,79,86,83,84,85,82,79,76,77,84,78,72,89,67,73,84,81,87,88,81,2,60.666666666666664,77.75,76.6,83.66666666666667,79,76.5,86,82.33333333333333
N. Süle,https://cdn.sofifa.org/players/4/19/212190.png,22,84,90,82,85,83,86,42,28,63,82,82,26,30,72,30,78,63,52,84,33,79,33,38,65,94,20,31,30,77,62,32,2,83.33333333333333,54.75,58.4,57,62,57.5,87,42
A. Martial,https://cdn.sofifa.org/players/4/19/211300.png,22,84,90,38,39,36,69,87,84,86,58,42,83,73,79,76,77,60,88,89,85,81,81,74,75,75,84,74,54,84,80,81,3,37.666666666666664,81.5,67,71,85.75,76.25,87,76.16666666666667
D. Alli,https://cdn.sofifa.org/players/4/19/211117.png,22,84,90,70,70,63,77,83,75,85,84,74,86,85,86,69,85,80,73,76,76,85,62,67,90,71,83,79,68,78,80,74,3,67.66666666666667,80,83,78,77.5,72.5,87,77
Fabinho,https://cdn.sofifa.org/players/4/19/209499.png,24,84,88,83,86,84,75,76,71,82,85,84,70,75,84,79,83,78,69,72,69,83,67,75,92,79,66,47,53,78,65,91,3,84.33333333333333,76,79.6,80,73.25,78.25,86,66.66666666666667
Marquinhos,https://cdn.sofifa.org/players/4/19/207865.png,24,84,89,85,87,87,80,59,49,76,80,84,46,51,79,72,81,78,73,76,69,81,68,86,75,74,33,31,32,53,35,31,3,86.33333333333333,66,68,77,74.75,75.75,86.5,35.833333333333336
William Carvalho,https://cdn.sofifa.org/players/4/19/207566.png,26,84,86,84,85,68,73,80,79,79,75,84,64,83,89,68,84,86,49,53,51,75,51,69,84,90,52,50,50,59,55,60,3,79,77.75,79,79.33333333333333,57,73.5,85,54.333333333333336
Jorginho,https://cdn.sofifa.org/players/4/19/205498.png,26,84,87,63,78,70,56,82,75,85,79,78,72,87,79,75,89,87,75,69,80,83,73,58,79,66,57,71,76,71,62,84,2,70.33333333333333,74.5,79,83.66666666666667,76.75,69,85.5,70.16666666666667
F. Thauvin,https://cdn.sofifa.org/players/4/19/204970.png,25,84,87,46,29,31,75,85,86,86,56,42,83,80,82,83,83,76,87,80,86,83,71,76,83,66,81,74,72,83,82,74,2,35.333333333333336,83,68.6,80.66666666666667,84,74,85.5,77.66666666666667
Carvajal,https://cdn.sofifa.org/players/4/19/204963.png,26,84,87,83,83,85,70,76,72,83,81,83,61,57,77,83,81,71,79,84,81,82,79,76,84,74,41,34,47,64,36,45,3,83.66666666666667,75.25,71.8,78.33333333333333,81.5,78.25,85.5,44.5
M. Depay,https://cdn.sofifa.org/players/4/19/202556.png,24,84,89,29,31,20,65,85,85,85,76,28,83,82,79,79,80,74,87,87,82,79,79,74,79,80,79,74,88,87,81,75,3,26.666666666666668,80,69.6,77.66666666666667,83.75,78,86.5,80.66666666666667
H. Son,https://cdn.sofifa.org/players/4/19/200104.png,25,84,85,48,34,33,65,88,81,85,60,39,85,80,82,78,79,64,88,87,82,84,76,63,85,63,85,79,70,86,88,71,3,38.333333333333336,79.75,69.2,73.66666666666667,85.25,71.75,84.5,79.83333333333333
A. Lopes,https://cdn.sofifa.org/players/4/19/199482.png,27,84,86,13,15,13,16,15,15,21,43,25,9,48,65,19,32,31,63,64,67,84,62,82,36,73,18,13,14,20,18,16,2,13.666666666666666,16.75,38,27.333333333333332,69.5,63.25,85,16.5
S. de Vrij,https://cdn.sofifa.org/players/4/19/198176.png,26,84,86,88,87,83,80,63,45,71,78,87,32,59,82,49,71,71,67,69,61,80,59,76,66,80,25,27,16,65,60,41,3,86,64.75,67.6,63.666666666666664,69.25,70.25,85,39
M. Perin,https://cdn.sofifa.org/players/4/19/198009.png,25,84,89,20,12,19,12,19,15,23,25,19,12,44,65,11,33,31,57,56,70,79,30,75,30,52,11,19,13,23,17,21,2,17,17.25,33,25,65.5,46.75,86.5,17.333333333333332
J. Cuadrado,https://cdn.sofifa.org/players/4/19/193082.png,30,84,84,63,70,74,58,90,78,85,78,62,78,76,80,80,80,69,89,93,91,80,82,75,78,61,67,70,69,84,80,65,3,69,77.75,74.8,76.33333333333333,88.25,74,84,72.5
Iago Aspas,https://cdn.sofifa.org/players/4/19/192629.png,30,84,84,39,21,18,78,86,80,85,63,39,86,75,85,80,79,64,85,78,87,85,74,68,75,60,88,83,76,79,82,82,2,26,82.25,69.6,74.33333333333333,83.75,69.25,84,81.66666666666667
B. Leno,https://cdn.sofifa.org/players/4/19/192563.png,26,84,87,27,15,18,13,16,9,22,28,22,7,54,66,9,45,40,46,52,52,80,44,73,43,68,9,10,8,23,14,23,3,20,15,35.4,31.333333333333332,57.5,57,85.5,14.5
N. Matić,https://cdn.sofifa.org/players/4/19/191202.png,29,84,84,83,84,75,74,80,72,79,80,86,69,73,84,71,84,83,52,59,44,83,50,67,84,85,64,73,67,83,75,64,3,80.66666666666667,76.25,78.4,79.33333333333333,59.5,71.5,84,71
L. Hrádecký,https://cdn.sofifa.org/players/4/19/190941.png,28,84,84,10,10,13,11,10,11,20,31,18,9,53,48,11,15,20,38,44,43,83,39,69,34,55,11,9,15,14,14,20,2,11,13,31.8,15.333333333333334,52,49.25,84,13.833333333333334
Illarramendi,https://cdn.sofifa.org/players/4/19/190584.png,28,84,84,69,83,80,51,78,76,83,76,87,79,86,79,68,86,82,66,57,71,84,75,63,77,68,72,58,68,69,76,50,2,77.33333333333333,72,81.4,78.66666666666667,69.5,70.75,84,65.5
K. Walker,https://cdn.sofifa.org/players/4/19/188377.png,28,84,84,78,84,83,74,79,76,78,78,81,67,69,75,81,78,67,86,93,67,83,72,83,89,75,51,57,71,86,69,63,3,81.66666666666667,76.75,74,75.33333333333333,82.25,79.75,84,66.16666666666667
I. Gündoğan,https://cdn.sofifa.org/players/4/19/186942.png,27,84,84,73,68,64,50,85,81,86,70,77,79,86,87,74,88,83,67,68,78,85,78,61,69,72,73,75,74,77,73,76,3,68.33333333333333,75.5,79.8,81.66666666666667,74.5,70,84,74.66666666666667
José Callejón,https://cdn.sofifa.org/players/4/19/185020.png,31,84,84,64,32,32,65,82,73,85,54,40,88,78,79,82,80,51,88,89,85,82,80,73,91,55,78,84,65,78,80,62,3,42.666666666666664,76.25,67.8,71,86,74.75,84,74.5
A. Di María,https://cdn.sofifa.org/players/4/19/183898.png,30,84,84,35,59,56,51,86,84,85,73,38,82,82,82,83,82,79,85,84,92,80,77,72,73,60,72,77,82,83,77,73,4,50,76.5,71.4,81.33333333333333,85.25,70.5,84,77.33333333333333
M. Mandžukić,https://cdn.sofifa.org/players/4/19/181783.png,32,84,84,59,64,64,90,76,64,77,88,66,90,74,80,72,75,67,67,73,67,86,53,85,83,85,84,86,49,80,60,76,3,62.333333333333336,76.75,79.6,71.33333333333333,73.25,76.5,84,72.5
Willian,https://cdn.sofifa.org/players/4/19/180403.png,29,84,84,43,57,51,31,88,82,84,44,55,80,83,79,76,80,77,91,86,89,82,79,41,85,60,77,59,83,79,81,70,3,50.333333333333336,71.25,68.2,77.66666666666667,87,66.25,84,74.83333333333333
Sergio Asenjo,https://cdn.sofifa.org/players/4/19/178750.png,29,84,85,24,15,14,13,15,23,14,20,22,12,46,64,24,39,39,59,54,62,79,58,73,41,73,14,15,22,24,13,15,2,17.666666666666668,16.25,32.8,34,63.5,61.25,84.5,17.166666666666668
E. Banega,https://cdn.sofifa.org/players/4/19/178562.png,30,84,84,75,69,64,49,84,83,86,73,76,75,88,80,80,88,87,68,64,79,77,83,57,74,67,66,65,81,74,78,78,3,69.33333333333333,75.5,78.4,85,72,70.25,84,73.66666666666667
A. Witsel,https://cdn.sofifa.org/players/4/19/177413.png,29,84,84,80,79,85,80,78,69,84,82,80,75,79,89,69,89,79,67,74,78,84,60,76,86,82,71,77,68,78,74,81,3,81.33333333333333,77.75,81,79,75.75,76,84,74.83333333333333
D. Payet,https://cdn.sofifa.org/players/4/19/177388.png,31,84,84,32,36,39,59,86,90,90,57,37,79,87,82,87,84,80,75,72,79,75,80,48,73,72,78,77,84,80,82,74,3,35.666666666666664,81.25,68.4,83.66666666666667,75.25,68.25,84,79.16666666666667
Jonas,https://cdn.sofifa.org/players/4/19/176769.png,34,84,84,31,36,25,84,84,85,88,61,34,87,83,87,70,76,75,65,64,77,85,69,69,66,63,88,85,77,84,85,84,3,30.666666666666668,85.25,70.4,73.66666666666667,72.75,66.75,84,83.83333333333333
Sokratis,https://cdn.sofifa.org/players/4/19/172879.png,30,84,84,85,87,85,85,58,29,58,88,77,49,45,82,47,60,51,64,73,60,81,64,86,69,86,44,46,35,77,48,24,3,85.66666666666667,57.5,68.2,52.666666666666664,69.5,76.25,84,45.666666666666664
S. Ruffier,https://cdn.sofifa.org/players/4/19/167628.png,31,84,84,13,12,11,12,12,17,15,31,25,12,49,66,11,33,34,45,50,51,78,55,72,37,76,11,13,12,21,11,25,3,12,14,36.6,26,56,60,84,15.5
Falcao,https://cdn.sofifa.org/players/4/19/167397.png,32,84,84,39,42,19,89,75,83,82,75,41,88,70,87,55,79,58,69,66,76,85,75,91,68,75,86,84,73,79,80,81,3,33.333333333333336,82.25,72.2,64,74,77.25,84,80.5
K. Schmeichel,https://cdn.sofifa.org/players/4/19/163587.png,31,84,84,14,14,13,16,12,13,40,35,20,13,59,67,18,44,46,59,60,62,81,47,60,34,64,12,15,15,36,14,26,2,13.666666666666666,20.25,38.8,36,65.5,51.25,84,19.666666666666668
Raúl Albiol,https://cdn.sofifa.org/players/4/19/157481.png,32,84,84,89,87,85,77,59,53,71,81,86,30,57,75,38,74,72,54,53,53,82,56,77,55,82,27,31,45,65,53,37,3,87,65,65.8,61.333333333333336,60.5,67.5,84,43
A. Gómez,https://cdn.sofifa.org/players/4/19/143076.png,30,84,84,50,30,34,38,89,79,87,56,40,81,85,84,82,82,74,94,86,92,83,94,70,75,48,76,72,79,76,79,72,3,38,73.25,69.2,79.33333333333333,88.75,71.75,84,75.66666666666667
A. Barzagli,https://cdn.sofifa.org/players/4/19/137186.png,37,84,84,94,90,82,72,64,50,65,66,90,28,62,88,40,65,65,61,77,52,80,64,81,53,83,21,35,31,54,39,60,3,88.66666666666667,62.75,66.8,56.666666666666664,67.5,70.25,84,40
Quaresma,https://cdn.sofifa.org/players/4/19/20775.png,34,84,84,29,17,13,41,89,94,88,74,24,78,84,80,92,79,75,84,82,91,78,84,63,65,55,67,80,73,79,80,74,3,19.666666666666668,78,68,82,83.75,66.75,84,75.5
A. Robben,https://cdn.sofifa.org/players/4/19/9014.png,34,84,84,30,26,26,51,89,90,88,47,37,84,80,85,80,82,71,83,76,87,85,90,60,64,67,85,86,81,86,86,78,4,27.333333333333332,79.5,66.6,77.66666666666667,82.75,70.25,84,83.66666666666667
O. Dembélé,https://cdn.sofifa.org/players/4/19/231443.png,21,83,92,42,30,33,43,90,78,83,54,36,79,84,75,78,78,70,93,92,90,82,85,59,73,46,78,76,64,83,70,75,3,35,73.5,65.6,75.33333333333333,89.25,65.75,87.5,74.33333333333333
Gabriel Jesus,https://cdn.sofifa.org/players/4/19/230666.png,21,83,92,53,23,19,74,86,76,85,73,32,88,77,82,66,76,66,87,85,92,86,91,77,84,68,84,72,54,78,73,78,2,31.666666666666668,80.25,70.4,69.33333333333333,87.5,80,87.5,73.16666666666667
Ronaldo Cabrais,https://cdn.sofifa.org/players/4/19/230481.png,26,83,83,24,35,33,64,85,86,83,62,40,82,83,81,83,83,82,88,87,85,84,76,64,86,70,74,76,78,82,78,77,1,30.666666666666668,79.5,69.6,82.66666666666667,86,74,83,77.5
Josué Chiamulera,https://cdn.sofifa.org/players/4/19/230375.png,26,83,83,85,87,82,83,56,45,70,88,84,38,42,71,40,74,61,83,78,77,85,68,69,76,73,38,44,49,53,41,56,1,84.66666666666667,63.5,64.6,58.333333333333336,80.75,71.5,83,46.833333333333336
Louri Beretta,https://cdn.sofifa.org/players/4/19/230294.png,26,83,83,26,27,24,83,75,59,74,65,32,83,58,79,56,73,47,79,83,55,84,55,84,56,87,85,82,67,85,82,77,1,25.666666666666668,72.75,63.4,58.666666666666664,75.25,70.5,83,79.66666666666667
P. Kimpembe,https://cdn.sofifa.org/players/4/19/225850.png,22,83,89,80,83,83,79,58,50,78,85,83,39,60,80,62,79,75,75,78,74,79,65,77,80,84,31,33,32,55,39,50,2,82,66.25,69.4,72,76.5,76.5,86,40
N. Keïta,https://cdn.sofifa.org/players/4/19/220971.png,23,83,88,68,62,61,42,88,64,88,78,75,74,81,79,62,88,78,78,60,89,82,90,53,82,58,74,71,70,76,73,58,2,63.666666666666664,70.5,77.4,76,77.25,70.75,85.5,70.33333333333333
C. Tolisso,https://cdn.sofifa.org/players/4/19/219683.png,23,83,88,75,78,71,82,77,66,81,81,76,79,80,74,67,84,86,75,66,75,83,74,90,87,77,75,62,73,82,81,70,2,74.66666666666667,76.5,78,79,74.75,82,85.5,73.83333333333333
T. Lemar,https://cdn.sofifa.org/players/4/19/213565.png,22,83,89,55,59,63,54,85,85,86,63,66,77,85,80,83,84,75,86,84,87,80,86,71,79,63,75,78,81,79,76,68,3,59,77.5,74.2,80.66666666666667,84.25,74.75,86,76.16666666666667
K. Coman,https://cdn.sofifa.org/players/4/19/213345.png,22,83,87,29,17,15,52,88,84,83,36,23,79,75,75,81,77,63,95,93,87,81,84,75,76,61,76,77,70,77,73,70,2,20.333333333333332,76.75,57.6,73.66666666666667,89,74,85,73.83333333333333
J. Tah,https://cdn.sofifa.org/players/4/19/213331.png,22,83,88,80,88,84,80,55,30,64,76,80,27,61,75,35,74,69,64,77,48,82,44,72,63,93,20,24,27,44,25,38,2,84,57.25,63.8,59.333333333333336,67.75,68,85.5,29.666666666666668
Anderson Talisca,https://cdn.sofifa.org/players/4/19/212523.png,24,83,90,55,62,42,77,82,86,84,67,58,86,81,74,78,81,79,77,76,76,79,65,58,76,72,80,76,87,84,88,71,2,53,82.25,73.2,79.33333333333333,77,67.75,86.5,81
T. Werner,https://cdn.sofifa.org/players/4/19/212188.png,22,83,87,39,20,19,76,83,62,84,63,37,85,61,74,69,77,55,93,93,81,86,76,78,83,59,87,82,56,74,67,72,3,26,76.25,64,67,88.25,74,85,73
A. Rabiot,https://cdn.sofifa.org/players/4/19/210008.png,23,83,87,70,81,75,77,79,73,83,76,80,76,80,82,70,85,83,73,74,79,83,72,73,82,80,69,72,59,80,79,69,2,75.33333333333333,78,78.8,79.33333333333333,77.25,76.75,85,71.33333333333333
L. Goretzka,https://cdn.sofifa.org/players/4/19/209658.png,23,83,88,70,79,78,75,81,76,83,80,83,77,82,80,75,84,79,84,79,76,83,70,67,86,70,72,68,75,77,78,60,3,75.66666666666667,78.75,80.4,79.33333333333333,80.5,73.25,85.5,71.66666666666667
Q. Promes,https://cdn.sofifa.org/players/4/19/208808.png,26,83,84,36,30,32,60,84,75,82,60,33,79,81,78,79,78,73,90,91,87,82,79,82,83,61,86,69,76,82,83,74,2,32.666666666666664,75.25,66.2,76.66666666666667,87.5,76.25,83.5,78.33333333333333
H. Ziyech,https://cdn.sofifa.org/players/4/19/208670.png,25,83,86,52,66,36,53,83,90,83,71,62,75,88,83,84,86,89,76,74,85,82,78,38,86,59,68,77,78,80,75,73,3,51.333333333333336,77.25,75.8,86.33333333333333,79.25,65.25,84.5,75.16666666666667
Lucas Vázquez,https://cdn.sofifa.org/players/4/19/208618.png,27,83,83,42,50,44,52,82,82,83,65,44,81,83,75,86,83,75,84,79,79,85,84,68,90,57,73,54,75,82,80,56,2,45.333333333333336,74.75,69.6,81.33333333333333,81.75,74.75,83,70
Y. Carrasco,https://cdn.sofifa.org/players/4/19/208418.png,24,83,86,58,39,26,53,88,81,87,61,18,81,71,75,78,77,71,89,87,88,83,71,68,74,59,79,68,78,84,75,74,3,41,77.25,61.2,75.33333333333333,86.75,68,84.5,76.33333333333333
Gerard Moreno,https://cdn.sofifa.org/players/4/19/208093.png,26,83,85,43,41,41,80,78,71,81,55,40,83,58,72,61,78,56,77,80,70,82,69,72,72,74,83,79,56,81,77,73,1,41.666666666666664,77.5,61.6,65,77.25,71.75,84,74.83333333333333
Felipe,https://cdn.sofifa.org/players/4/19/207863.png,29,83,83,85,85,79,81,57,32,62,92,81,34,50,75,45,74,67,60,67,52,77,57,90,78,86,39,44,30,46,41,47,3,83,58,66.4,62,64,77.75,83,41.166666666666664
M. Kovačić,https://cdn.sofifa.org/players/4/19/207410.png,24,83,89,69,75,63,42,88,78,89,77,78,69,88,72,73,87,82,84,74,81,70,85,63,82,65,62,76,68,79,75,59,3,69,74.25,76.8,80.66666666666667,77.25,73.75,86,69.83333333333333
Kepa,https://cdn.sofifa.org/players/4/19/206585.png,23,83,91,19,18,16,17,10,25,16,18,21,15,55,63,25,32,36,34,33,41,79,39,71,37,51,11,18,19,25,14,24,1,17.666666666666668,17,34.4,31,46.75,49.5,87,18.5
Manu Trigueros,https://cdn.sofifa.org/players/4/19/206545.png,26,83,84,70,73,60,74,80,80,83,71,69,77,84,73,72,86,83,68,65,76,82,72,77,77,63,71,63,69,81,80,65,2,67.66666666666667,79.25,74.8,80.33333333333333,72.75,72.25,83.5,71.5
S. Gnabry,https://cdn.sofifa.org/players/4/19/206113.png,22,83,88,45,48,45,46,87,64,83,63,38,80,74,74,74,79,68,92,90,87,80,88,64,68,68,81,83,62,85,81,68,2,46,70,65.8,73.66666666666667,87.25,72,85.5,76.66666666666667
J. Pickford,https://cdn.sofifa.org/players/4/19/204935.png,24,83,88,16,20,12,15,14,18,40,30,24,18,68,69,17,55,55,53,44,55,83,55,72,45,70,19,20,16,31,13,41,1,16,21.75,41.8,42.333333333333336,58.75,60.5,85.5,23.333333333333332
S. Savić,https://cdn.sofifa.org/players/4/19/204639.png,27,83,86,86,83,84,85,47,34,68,83,84,29,41,75,35,72,69,55,61,61,82,49,87,58,77,34,27,28,43,31,37,2,84.33333333333333,58.5,62.4,58.666666666666664,64.75,67.75,84.5,33.333333333333336
J. Stones,https://cdn.sofifa.org/players/4/19/203574.png,24,83,87,85,85,82,83,69,47,80,79,81,48,67,80,62,81,74,67,71,61,82,59,75,79,77,29,27,29,46,38,44,2,84,69.75,71,72.33333333333333,70.25,72.5,85,35.5
Suso,https://cdn.sofifa.org/players/4/19/202651.png,24,83,86,50,23,18,50,88,87,89,23,20,76,84,76,84,86,75,83,77,86,78,84,50,77,56,70,72,80,78,87,72,3,30.333333333333332,78.5,55.8,81.66666666666667,81,66.75,84.5,76.5
J. Draxler,https://cdn.sofifa.org/players/4/19/202166.png,24,83,86,39,64,44,65,88,78,89,48,66,79,84,83,83,84,79,78,77,80,83,75,75,69,66,78,84,76,86,82,63,3,49,80,72,82,79.5,71.25,84.5,78.16666666666667
Felipe Anderson,https://cdn.sofifa.org/players/4/19/201995.png,25,83,85,47,60,54,44,90,71,88,67,69,73,79,82,79,80,74,93,89,89,74,88,38,72,53,71,68,69,83,84,53,3,53.666666666666664,73.25,74,77.66666666666667,86.25,62.75,84,71.33333333333333
Lucas Moura,https://cdn.sofifa.org/players/4/19/200949.png,25,83,84,31,43,51,50,88,69,81,72,50,80,74,80,75,77,74,94,90,94,76,90,77,75,59,78,70,74,79,76,74,3,41.666666666666664,72,71.2,75.33333333333333,88.5,75.25,83.5,75.16666666666667
Danilo Pereira,https://cdn.sofifa.org/players/4/19/200888.png,26,83,86,83,84,75,78,76,48,78,85,84,69,73,84,50,82,79,63,68,58,76,60,67,83,89,61,55,53,76,65,52,3,80.66666666666667,70,79,70.33333333333333,66.25,74.75,84.5,60.333333333333336
Nacho Fernández,https://cdn.sofifa.org/players/4/19/200724.png,28,83,85,75,86,85,82,55,55,78,78,81,37,53,73,70,80,61,70,79,60,79,68,81,78,79,32,38,37,54,28,45,2,82,67.5,64.4,70.33333333333333,72,76.5,84,39
T. Horn,https://cdn.sofifa.org/players/4/19/200316.png,25,83,87,14,13,12,14,20,12,22,41,22,15,55,20,19,35,32,45,51,50,80,31,64,31,67,13,14,15,22,17,21,2,13,17,30.6,28.666666666666668,56.5,48.25,85,17
Allan,https://cdn.sofifa.org/players/4/19/199914.png,27,83,83,85,85,83,59,82,65,80,87,86,79,79,79,70,85,77,81,74,82,86,80,70,95,77,72,56,49,70,66,53,2,84.33333333333333,71.5,82,77.33333333333333,80.75,80.5,83,61
F. Acerbi,https://cdn.sofifa.org/players/4/19/199845.png,30,83,83,87,87,85,80,65,62,72,73,85,20,65,85,25,73,77,65,55,33,81,35,68,81,83,37,39,56,75,60,72,2,86.33333333333333,69.75,65.6,58.333333333333336,58.5,66.75,83,56.5
Sergi Roberto,https://cdn.sofifa.org/players/4/19/199564.png,26,83,86,75,83,83,72,78,74,83,68,81,69,83,76,85,86,78,78,79,69,80,74,47,85,69,63,50,60,65,66,57,3,80.33333333333333,76.75,75.4,83,76.5,68.75,84.5,60.166666666666664
Rodrigo,https://cdn.sofifa.org/players/4/19/198329.png,27,83,84,44,41,40,80,82,83,82,60,31,83,74,77,72,78,58,88,91,84,80,77,78,78,72,78,77,67,83,76,77,2,41.666666666666664,81.75,65,69.33333333333333,85.75,76.25,83.5,76.33333333333333
Pizzi,https://cdn.sofifa.org/players/4/19/197965.png,28,83,83,66,66,52,45,80,83,82,68,70,84,85,85,79,83,84,82,73,77,81,77,67,86,59,76,77,76,75,78,76,3,61.333333333333336,72.5,78.4,82,78.25,72.25,83,76.33333333333333
K. Kampl,https://cdn.sofifa.org/players/4/19/195365.png,27,83,83,65,64,59,34,86,78,84,64,75,73,82,83,72,84,79,84,71,91,84,80,67,88,47,63,68,75,69,73,64,2,62.666666666666664,70.5,75.4,78.33333333333333,82.5,70.5,83,68.66666666666667
Neto,https://cdn.sofifa.org/players/4/19/194404.png,28,83,84,17,14,15,14,19,12,24,40,15,11,42,64,11,36,41,53,49,59,79,49,80,39,63,15,12,13,28,20,22,2,15.333333333333334,17.25,34.4,29.333333333333332,60,57.75,83.5,18.333333333333332
O. Baumann,https://cdn.sofifa.org/players/4/19/193698.png,28,83,84,15,18,14,16,19,12,17,32,21,10,41,52,14,30,25,47,51,45,81,43,73,39,69,11,11,11,21,13,22,2,15.666666666666666,16,31.2,23,56,56,83.5,14.833333333333334
I. Gueye,https://cdn.sofifa.org/players/4/19/193474.png,28,83,83,84,89,84,69,75,33,79,84,87,67,67,80,60,80,72,76,72,80,81,80,87,89,70,50,32,61,80,66,54,2,85.66666666666667,64,77,70.66666666666667,77.25,81.5,83,57.166666666666664
H. Mkhitaryan,https://cdn.sofifa.org/players/4/19/192883.png,29,83,83,41,53,55,53,84,83,86,69,64,82,84,76,77,80,71,84,78,87,79,85,69,83,62,74,81,64,85,73,72,3,49.666666666666664,76.5,75,76,82,74.75,83,74.83333333333333
Marcos Alonso,https://cdn.sofifa.org/players/4/19/192638.png,27,83,84,79,82,79,83,79,85,83,75,79,79,69,76,85,84,73,69,76,64,84,58,71,90,76,68,70,86,84,77,64,2,80,82.5,75.6,80.66666666666667,73.25,73.75,83.5,74.83333333333333
D. Subašić,https://cdn.sofifa.org/players/4/19/192593.png,33,83,83,14,14,13,13,11,24,19,31,20,15,52,65,11,24,26,51,54,42,78,37,75,32,80,10,13,57,24,14,23,3,13.666666666666666,16.75,36.6,20.333333333333332,56.25,56,83,23.5
K. Glik,https://cdn.sofifa.org/players/4/19/190547.png,30,83,83,82,85,82,85,51,35,59,86,83,24,23,79,29,63,59,50,52,34,78,51,81,67,90,27,17,26,57,20,39,3,83,57.5,59,50.333333333333336,53.5,72.25,83,31
